OID|Version|Source|Type|Definition|MUType|MeasureTitle|QDM|NQF|CMSId
2.16.840.1.113883.3.526.3.1299|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1011:Colon Cancer Regional Lymph Node Status N2)|CY 2014 EP|Colon Cancer: Chemotherapy for AJCC Stage III Colon Cancer Patients|Attribute|0385|CMS141v4|
2.16.840.1.113883.3.526.3.1300|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1009:Colon Cancer Regional Lymph Node Status N2a)|CY 2014 EP|Colon Cancer: Chemotherapy for AJCC Stage III Colon Cancer Patients|Attribute|0385|CMS141v4|
2.16.840.1.113883.3.526.3.1301|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1010:Colon Cancer Regional Lymph Node Status N2b)|CY 2014 EP|Colon Cancer: Chemotherapy for AJCC Stage III Colon Cancer Patients|Attribute|0385|CMS141v4|
2.16.840.1.113883.3.526.3.1302|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1012:Breast Distant Metastasis Status M0)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1303|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1387:Breast Cancer ER or PR Positive)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Condition/Diagnosis/Problem|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1304|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1013:Breast Cancer Primary Tumor Size T0)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1305|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1015:Breast Cancer Primary Tumor Size T1)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1306|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1014:Breast Cancer Primary Tumor Size T1c)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1307|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1016:Breast Cancer Primary Tumor Size T2)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1308|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1017:Breast Cancer Primary Tumor Size T3)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1309|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1018:Breast Cancer Primary Tumor Size T4)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1310|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1019:Breast Cancer Regional Lymph Node Status N0)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1311|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1021:Breast Cancer Regional Lymph Node Status pN1a)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1312|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1020:Breast Cancer Regional Lymph Node Status pN1mi)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1313|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1022:Breast Cancer Regional Lymph Node Status N2)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1314|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1028:Breast Cancer Regional Lymph Node Status N3)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1315|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.285:Tamoxifen or Aromatase Inhibitor Therapy)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Medication|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1316|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.467:Gonadotropin-Releasing Hormone Analogue Medication)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Medication|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1317|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1383:Allergy to Tamoxifen or Aromatase Inhibitor Therapy)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Condition/Diagnosis/Problem|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1318|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1384:Intolerance to Tamoxifen or Aromatase Inhibitor Therapy)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Condition/Diagnosis/Problem|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1320|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1381:Macular Edema Findings Present)|CY 2014 EP|Diabetic Retinopathy: Documentation of Presence or Absence of Macular Edema and Level of Severity of Retinopathy|Attribute|0088|CMS167v3|
2.16.840.1.113883.3.526.3.1320|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1381:Macular Edema Findings Present)|CY 2014 EP|Diabetic Retinopathy: Communication with the Physician Managing Ongoing Diabetes Care|Communication|0089|CMS142v3|
2.16.840.1.113883.3.526.3.1325|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1394:Prostate Cancer Primary Tumor Size T1c)|CY 2014 EP|Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients|Attribute|0389|CMS129v4|
2.16.840.1.113883.3.526.3.1326|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1395:Prostate Cancer Primary Tumor Size T2a)|CY 2014 EP|Prostate Cancer: Avoidance of Overuse of Bone Scan for Staging Low Risk Prostate Cancer Patients|Attribute|0389|CMS129v4|
2.16.840.1.113883.3.526.3.1327|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1396:Colon Cancer Regional Lymph Node Status N1a)|CY 2014 EP|Colon Cancer: Chemotherapy for AJCC Stage III Colon Cancer Patients|Attribute|0385|CMS141v4|
2.16.840.1.113883.3.526.3.1328|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1397:Colon Cancer Regional Lymph Node Status N1b)|CY 2014 EP|Colon Cancer: Chemotherapy for AJCC Stage III Colon Cancer Patients|Attribute|0385|CMS141v4|
2.16.840.1.113883.3.526.3.1329|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1398:Breast Cancer Regional Lymph Node Status N1)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1330|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1399:Breast Cancer Regional Lymph Node Status pN1b)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1331|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1400:Breast Cancer Regional Lymph Node Status pN1c)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Attribute|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1332|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1401:Cognitive Assessment)|CY 2014 EP|Dementia: Cognitive Assessment|Intervention|Not Applicable|CMS149v3|
2.16.840.1.113883.3.526.3.1333|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1402:Cup to Disc Ratio)|CY 2014 EP|Primary Open-Angle Glaucoma (POAG): Optic Nerve Evaluation|Diagnostic Study|0086|CMS143v3|
2.16.840.1.113883.3.526.3.1334|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1403:Optic Disc Exam for Structural Abnormalities)|CY 2014 EP|Primary Open-Angle Glaucoma (POAG): Optic Nerve Evaluation|Diagnostic Study|0086|CMS143v3|
2.16.840.1.113883.3.526.3.1337|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1406:Colon Distant Metastasis Status M0)|CY 2014 EP|Colon Cancer: Chemotherapy for AJCC Stage III Colon Cancer Patients|Attribute|0385|CMS141v4|
2.16.840.1.113883.3.526.3.1339|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1409:Radiation Therapy II),(2.16.840.1.113883.3.526.2.1408:Radiation Therapy II)|CY 2014 EP|Breast Cancer: Hormonal Therapy for Stage IC-IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer|Procedure|0387|CMS140v3|
2.16.840.1.113883.3.526.3.1405|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1510:Adhesions and Disruptions of Iris and Ciliary Body),(2.16.840.1.113883.3.526.2.1512:Adhesions and Disruptions of Iris and Ciliary Body),(2.16.840.1.113883.3.526.2.1511:Adhesions and Disruptions of Iris and Ciliary Body)|CY 2014 EP|Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures|Condition/Diagnosis/Problem|0564|CMS132v3|
2.16.840.1.113883.3.526.3.1406|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1513:Anomalies of Puillary Function),(2.16.840.1.113883.3.526.2.1514:Anomalies of Puillary Function),(2.16.840.1.113883.3.526.2.1515:Anomalies of Puillary Function)|CY 2014 EP|Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures|Condition/Diagnosis/Problem|0564|CMS132v3|
2.16.840.1.113883.3.526.3.1407|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1518:Aphakia and Other Disorders of Lens),(2.16.840.1.113883.3.526.2.1517:Aphakia and Other Disorders of Lens),(2.16.840.1.113883.3.526.2.1516:Aphakia and Other Disorders of Lens)|CY 2014 EP|Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures|Condition/Diagnosis/Problem|0564|CMS132v3|
2.16.840.1.113883.3.526.3.1408|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1519:Aspiration and Injection Procedures),(2.16.840.1.113883.3.526.2.1520:Aspiration and Injection Procedures)|CY 2014 EP|Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures|Procedure|0564|CMS132v3|
2.16.840.1.113883.3.526.3.1409|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1522:Burn Confined to Eye and Adnexa),(2.16.840.1.113883.3.526.2.1521:Burn Confined to Eye and Adnexa),(2.16.840.1.113883.3.526.2.1523:Burn Confined to Eye and Adnexa)|CY 2014 EP|Cataracts: 20/40 or Better Visual Acuity within 90 Days Following Cataract Surgery|Condition/Diagnosis/Problem|0565|CMS133v3|
2.16.840.1.113883.3.526.3.1409|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1522:Burn Confined to Eye and Adnexa),(2.16.840.1.113883.3.526.2.1521:Burn Confined to Eye and Adnexa),(2.16.840.1.113883.3.526.2.1523:Burn Confined to Eye and Adnexa)|CY 2014 EP|Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures|Condition/Diagnosis/Problem|0564|CMS132v3|
2.16.840.1.113883.3.526.3.1410|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1526:Cataract Secondary to Ocular Disorders),(2.16.840.1.113883.3.526.2.1525:Cataract Secondary to Ocular Disorders),(2.16.840.1.113883.3.526.2.1524:Cataract Secondary to Ocular Disorders)|CY 2014 EP|Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures|Condition/Diagnosis/Problem|0564|CMS132v3|
2.16.840.1.113883.3.526.3.1410|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1526:Cataract Secondary to Ocular Disorders),(2.16.840.1.113883.3.526.2.1525:Cataract Secondary to Ocular Disorders),(2.16.840.1.113883.3.526.2.1524:Cataract Secondary to Ocular Disorders)|CY 2014 EP|Cataracts: 20/40 or Better Visual Acuity within 90 Days Following Cataract Surgery|Condition/Diagnosis/Problem|0565|CMS133v3|
2.16.840.1.113883.3.526.3.1411|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1527:Cataract Surgery),(2.16.840.1.113883.3.526.2.1528:Cataract Surgery)|CY 2014 EP|Cataracts: 20/40 or Better Visual Acuity within 90 Days Following Cataract Surgery|Procedure|0565|CMS133v3|
2.16.840.1.113883.3.526.3.1411|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1527:Cataract Surgery),(2.16.840.1.113883.3.526.2.1528:Cataract Surgery)|CY 2014 EP|Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures|Procedure|0564|CMS132v3|
2.16.840.1.113883.3.526.3.1412|20140701|American Medical Association-convened Physician Consortium for Performance Improvement(R)|Grouping|(2.16.840.1.113883.3.526.2.1529:Cataract, Congenital),(2.16.840.1.113883.3.526.2.1530:Cataract, Congenital),(2.16.840.1.113883.3.526.2.1531:Cataract, Congenital)|CY 2014 EP|Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures|Condition/Diagnosis/Problem|0564|CMS132v3|
